,time_period,rainfall,mean_temperature,disease_cases,population,parent,location,Cases,E,month,ID_year,ID_spat
0,2012-03,139.155,26.93,0.0,12080.2325874919,-,AltoParaguay,0.0,12080.2325874919,3,2012,AltoParaguay
1,2012-04,173.667,25.26,1.0,12080.2325874919,-,AltoParaguay,1.0,12080.2325874919,4,2012,AltoParaguay
2,2012-05,137.261,22.85,0.0,12080.2325874919,-,AltoParaguay,0.0,12080.2325874919,5,2012,AltoParaguay
3,2012-06,53.056,20.79,0.0,12080.2325874919,-,AltoParaguay,0.0,12080.2325874919,6,2012,AltoParaguay
4,2012-07,20.23,19.7,6.0,12080.2325874919,-,AltoParaguay,6.0,12080.2325874919,7,2012,AltoParaguay
5,2012-08,4.227,24.99,0.0,12080.2325874919,-,AltoParaguay,0.0,12080.2325874919,8,2012,AltoParaguay
6,2012-09,47.526,27.72,1.0,12080.2325874919,-,AltoParaguay,1.0,12080.2325874919,9,2012,AltoParaguay
7,2012-10,68.548,29.66,0.0,12080.2325874919,-,AltoParaguay,0.0,12080.2325874919,10,2012,AltoParaguay
8,2012-11,198.453,27.44,0.0,12080.2325874919,-,AltoParaguay,0.0,12080.2325874919,11,2012,AltoParaguay
9,2012-12,64.976,29.61,0.0,12080.2325874919,-,AltoParaguay,0.0,12080.2325874919,12,2012,AltoParaguay
10,2013-01,82.103,30.12,7.0,12245.7667618455,-,AltoParaguay,7.0,12245.7667618455,1,2013,AltoParaguay
11,2013-02,108.674,29.24,1.0,12245.7667618455,-,AltoParaguay,1.0,12245.7667618455,2,2013,AltoParaguay
12,2013-03,60.653,27.95,8.0,12245.7667618455,-,AltoParaguay,8.0,12245.7667618455,3,2013,AltoParaguay
13,2013-04,76.448,25.32,3.0,12245.7667618455,-,AltoParaguay,3.0,12245.7667618455,4,2013,AltoParaguay
14,2013-05,71.778,23.74,0.0,12245.7667618455,-,AltoParaguay,0.0,12245.7667618455,5,2013,AltoParaguay
15,2013-06,114.34,21.47,38.0,12245.7667618455,-,AltoParaguay,38.0,12245.7667618455,6,2013,AltoParaguay
16,2013-07,18.641,20.84,0.0,12245.7667618455,-,AltoParaguay,0.0,12245.7667618455,7,2013,AltoParaguay
17,2013-08,9.246,21.25,0.0,12245.7667618455,-,AltoParaguay,0.0,12245.7667618455,8,2013,AltoParaguay
18,2013-09,26.263,25.34,0.0,12245.7667618455,-,AltoParaguay,0.0,12245.7667618455,9,2013,AltoParaguay
19,2013-10,166.581,25.91,0.0,12245.7667618455,-,AltoParaguay,0.0,12245.7667618455,10,2013,AltoParaguay
20,2013-11,96.233,27.69,0.0,12245.7667618455,-,AltoParaguay,0.0,12245.7667618455,11,2013,AltoParaguay
21,2013-12,131.424,29.79,0.0,12245.7667618455,-,AltoParaguay,0.0,12245.7667618455,12,2013,AltoParaguay
22,2014-01,160.549,27.47,0.0,12415.0630765254,-,AltoParaguay,0.0,12415.0630765254,1,2014,AltoParaguay
23,2014-02,67.449,28.03,0.0,12415.0630765254,-,AltoParaguay,0.0,12415.0630765254,2,2014,AltoParaguay
24,2014-03,218.448,26.15,11.0,12415.0630765254,-,AltoParaguay,11.0,12415.0630765254,3,2014,AltoParaguay
25,2014-04,64.389,26.09,243.0,12415.0630765254,-,AltoParaguay,243.0,12415.0630765254,4,2014,AltoParaguay
26,2014-05,174.232,22.14,323.0,12415.0630765254,-,AltoParaguay,323.0,12415.0630765254,5,2014,AltoParaguay
27,2014-06,76.94,21.32,103.0,12415.0630765254,-,AltoParaguay,103.0,12415.0630765254,6,2014,AltoParaguay
28,2014-07,81.707,20.73,59.0,12415.0630765254,-,AltoParaguay,59.0,12415.0630765254,7,2014,AltoParaguay
29,2014-08,14.823,24.32,49.0,12415.0630765254,-,AltoParaguay,49.0,12415.0630765254,8,2014,AltoParaguay
30,2014-09,45.248,28.43,252.0,12415.0630765254,-,AltoParaguay,252.0,12415.0630765254,9,2014,AltoParaguay
31,2014-10,53.065,30.29,369.0,12415.0630765254,-,AltoParaguay,369.0,12415.0630765254,10,2014,AltoParaguay
32,2014-11,154.895,27.54,654.0,12415.0630765254,-,AltoParaguay,654.0,12415.0630765254,11,2014,AltoParaguay
33,2014-12,104.799,28.06,63.0,12415.0630765254,-,AltoParaguay,63.0,12415.0630765254,12,2014,AltoParaguay
34,2015-01,78.818,30.06,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,1,2015,AltoParaguay
35,2015-02,160.678,28.77,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,2,2015,AltoParaguay
36,2015-03,120.909,27.89,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,3,2015,AltoParaguay
37,2015-04,108.517,26.08,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,4,2015,AltoParaguay
38,2015-05,136.831,22.96,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,5,2015,AltoParaguay
39,2015-06,31.316,22.93,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,6,2015,AltoParaguay
40,2015-07,71.085,21.0,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,7,2015,AltoParaguay
41,2015-08,18.537,26.49,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,8,2015,AltoParaguay
42,2015-09,118.453,26.64,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,9,2015,AltoParaguay
43,2015-10,128.987,27.1,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,10,2015,AltoParaguay
44,2015-11,95.092,28.32,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,11,2015,AltoParaguay
45,2015-12,157.46,29.79,0.0,12582.4783210422,-,AltoParaguay,0.0,12582.4783210422,12,2015,AltoParaguay
46,2016-01,243.083,29.3,1.0,12749.893565559,-,AltoParaguay,1.0,12749.893565559,1,2016,AltoParaguay
47,2016-02,187.168,28.63,1.0,12749.893565559,-,AltoParaguay,1.0,12749.893565559,2,2016,AltoParaguay
48,2016-03,111.723,26.2,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,3,2016,AltoParaguay
49,2016-04,57.512,26.88,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,4,2016,AltoParaguay
50,2016-05,156.464,20.19,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,5,2016,AltoParaguay
51,2016-06,35.043,17.18,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,6,2016,AltoParaguay
52,2016-07,14.102,21.86,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,7,2016,AltoParaguay
53,2016-08,55.655,24.02,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,8,2016,AltoParaguay
54,2016-09,14.417,23.99,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,9,2016,AltoParaguay
55,2016-10,76.121,27.56,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,10,2016,AltoParaguay
56,2016-11,138.391,26.79,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,11,2016,AltoParaguay
57,2016-12,124.506,28.36,0.0,12749.893565559,-,AltoParaguay,0.0,12749.893565559,12,2016,AltoParaguay
0,2012-03,70.391,24.45,8.0,1105329.61746652,-,AltoParana,8.0,1105329.61746652,3,2012,AltoParana
1,2012-04,243.619,21.53,13.0,1105329.61746652,-,AltoParana,13.0,1105329.61746652,4,2012,AltoParana
2,2012-05,105.167,18.96,3.0,1105329.61746652,-,AltoParana,3.0,1105329.61746652,5,2012,AltoParana
3,2012-06,170.465,17.13,31.0,1105329.61746652,-,AltoParana,31.0,1105329.61746652,6,2012,AltoParana
4,2012-07,139.851,16.22,310.0,1105329.61746652,-,AltoParana,310.0,1105329.61746652,7,2012,AltoParana
5,2012-08,17.895,20.96,0.0,1105329.61746652,-,AltoParana,0.0,1105329.61746652,8,2012,AltoParana
6,2012-09,30.43,22.17,20.0,1105329.61746652,-,AltoParana,20.0,1105329.61746652,9,2012,AltoParana
7,2012-10,168.63,24.27,14.0,1105329.61746652,-,AltoParana,14.0,1105329.61746652,10,2012,AltoParana
8,2012-11,83.005,25.29,0.0,1105329.61746652,-,AltoParana,0.0,1105329.61746652,11,2012,AltoParana
9,2012-12,141.608,27.26,1.0,1105329.61746652,-,AltoParana,1.0,1105329.61746652,12,2012,AltoParana
10,2013-01,127.239,25.85,72.0,1120475.83458534,-,AltoParana,72.0,1120475.83458534,1,2013,AltoParana
11,2013-02,233.163,25.04,166.0,1120475.83458534,-,AltoParana,166.0,1120475.83458534,2,2013,AltoParana
12,2013-03,232.267,23.32,994.0,1120475.83458534,-,AltoParana,994.0,1120475.83458534,3,2013,AltoParana
13,2013-04,183.424,21.35,138.0,1120475.83458534,-,AltoParana,138.0,1120475.83458534,4,2013,AltoParana
14,2013-05,178.331,19.01,152.0,1120475.83458534,-,AltoParana,152.0,1120475.83458534,5,2013,AltoParana
15,2013-06,262.928,17.37,1496.0,1120475.83458534,-,AltoParana,1496.0,1120475.83458534,6,2013,AltoParana
16,2013-07,45.756,16.52,192.0,1120475.83458534,-,AltoParana,192.0,1120475.83458534,7,2013,AltoParana
17,2013-08,88.206,15.96,3.0,1120475.83458534,-,AltoParana,3.0,1120475.83458534,8,2013,AltoParana
18,2013-09,191.969,19.63,8.0,1120475.83458534,-,AltoParana,8.0,1120475.83458534,9,2013,AltoParana
19,2013-10,125.737,21.9,5.0,1120475.83458534,-,AltoParana,5.0,1120475.83458534,10,2013,AltoParana
20,2013-11,148.871,24.28,1.0,1120475.83458534,-,AltoParana,1.0,1120475.83458534,11,2013,AltoParana
21,2013-12,97.505,26.28,14.0,1120475.83458534,-,AltoParana,14.0,1120475.83458534,12,2013,AltoParana
22,2014-01,176.15,26.25,0.0,1135966.2839114,-,AltoParana,0.0,1135966.2839114,1,2014,AltoParana
23,2014-02,78.613,26.88,0.0,1135966.2839114,-,AltoParana,0.0,1135966.2839114,2,2014,AltoParana
24,2014-03,257.137,23.64,2.0,1135966.2839114,-,AltoParana,2.0,1135966.2839114,3,2014,AltoParana
25,2014-04,216.144,22.02,12.0,1135966.2839114,-,AltoParana,12.0,1135966.2839114,4,2014,AltoParana
26,2014-05,170.164,18.78,98.0,1135966.2839114,-,AltoParana,98.0,1135966.2839114,5,2014,AltoParana
27,2014-06,338.213,17.89,15.0,1135966.2839114,-,AltoParana,15.0,1135966.2839114,6,2014,AltoParana
28,2014-07,142.45,17.03,7.0,1135966.2839114,-,AltoParana,7.0,1135966.2839114,7,2014,AltoParana
29,2014-08,64.04,19.55,2.0,1135966.2839114,-,AltoParana,2.0,1135966.2839114,8,2014,AltoParana
30,2014-09,319.145,22.24,28.0,1135966.2839114,-,AltoParana,28.0,1135966.2839114,9,2014,AltoParana
31,2014-10,57.221,25.81,351.0,1135966.2839114,-,AltoParana,351.0,1135966.2839114,10,2014,AltoParana
32,2014-11,193.302,24.06,571.0,1135966.2839114,-,AltoParana,571.0,1135966.2839114,11,2014,AltoParana
33,2014-12,165.433,25.18,37.0,1135966.2839114,-,AltoParana,37.0,1135966.2839114,12,2014,AltoParana
34,2015-01,226.447,26.23,11.0,1151284.61713384,-,AltoParana,11.0,1151284.61713384,1,2015,AltoParana
35,2015-02,166.442,25.41,38.0,1151284.61713384,-,AltoParana,38.0,1151284.61713384,2,2015,AltoParana
36,2015-03,123.988,24.58,113.0,1151284.61713384,-,AltoParana,113.0,1151284.61713384,3,2015,AltoParana
37,2015-04,122.686,22.32,104.0,1151284.61713384,-,AltoParana,104.0,1151284.61713384,4,2015,AltoParana
38,2015-05,149.683,19.42,1032.0,1151284.61713384,-,AltoParana,1032.0,1151284.61713384,5,2015,AltoParana
39,2015-06,123.062,18.87,268.0,1151284.61713384,-,AltoParana,268.0,1151284.61713384,6,2015,AltoParana
40,2015-07,398.054,17.13,306.0,1151284.61713384,-,AltoParana,306.0,1151284.61713384,7,2015,AltoParana
41,2015-08,50.361,22.15,19.0,1151284.61713384,-,AltoParana,19.0,1151284.61713384,8,2015,AltoParana
42,2015-09,193.97,22.11,95.0,1151284.61713384,-,AltoParana,95.0,1151284.61713384,9,2015,AltoParana
43,2015-10,156.846,23.88,1037.0,1151284.61713384,-,AltoParana,1037.0,1151284.61713384,10,2015,AltoParana
44,2015-11,361.019,23.78,189.0,1151284.61713384,-,AltoParana,189.0,1151284.61713384,11,2015,AltoParana
45,2015-12,400.029,25.06,63.0,1151284.61713384,-,AltoParana,63.0,1151284.61713384,12,2015,AltoParana
46,2016-01,192.324,26.51,12.0,1166602.95035628,-,AltoParana,12.0,1166602.95035628,1,2016,AltoParana
47,2016-02,249.449,26.08,12.0,1166602.95035628,-,AltoParana,12.0,1166602.95035628,2,2016,AltoParana
48,2016-03,213.662,23.37,8.0,1166602.95035628,-,AltoParana,8.0,1166602.95035628,3,2016,AltoParana
49,2016-04,89.228,24.46,0.0,1166602.95035628,-,AltoParana,0.0,1166602.95035628,4,2016,AltoParana
50,2016-05,219.692,17.16,0.0,1166602.95035628,-,AltoParana,0.0,1166602.95035628,5,2016,AltoParana
51,2016-06,19.141,14.3,0.0,1166602.95035628,-,AltoParana,0.0,1166602.95035628,6,2016,AltoParana
52,2016-07,93.686,16.97,0.0,1166602.95035628,-,AltoParana,0.0,1166602.95035628,7,2016,AltoParana
53,2016-08,196.383,18.59,0.0,1166602.95035628,-,AltoParana,0.0,1166602.95035628,8,2016,AltoParana
54,2016-09,63.8,18.68,0.0,1166602.95035628,-,AltoParana,0.0,1166602.95035628,9,2016,AltoParana
55,2016-10,166.254,22.42,0.0,1166602.95035628,-,AltoParana,0.0,1166602.95035628,10,2016,AltoParana
56,2016-11,87.31,23.6,0.0,1166602.95035628,-,AltoParana,0.0,1166602.95035628,11,2016,AltoParana
57,2016-12,183.94,25.26,0.0,1166602.95035628,-,AltoParana,0.0,1166602.95035628,12,2016,AltoParana
0,2012-03,128.781,24.82,27.0,291539.01058088,-,Amambay,27.0,291539.01058088,3,2012,Amambay
1,2012-04,178.064,23.25,145.0,291539.01058088,-,Amambay,145.0,291539.01058088,4,2012,Amambay
2,2012-05,93.834,20.64,128.0,291539.01058088,-,Amambay,128.0,291539.01058088,5,2012,Amambay
3,2012-06,134.342,19.07,175.0,291539.01058088,-,Amambay,175.0,291539.01058088,6,2012,Amambay
4,2012-07,43.961,18.05,71.0,291539.01058088,-,Amambay,71.0,291539.01058088,7,2012,Amambay
5,2012-08,4.497,22.96,13.0,291539.01058088,-,Amambay,13.0,291539.01058088,8,2012,Amambay
6,2012-09,46.805,24.72,7.0,291539.01058088,-,Amambay,7.0,291539.01058088,9,2012,Amambay
7,2012-10,102.518,26.1,12.0,291539.01058088,-,Amambay,12.0,291539.01058088,10,2012,Amambay
8,2012-11,103.217,26.22,0.0,291539.01058088,-,Amambay,0.0,291539.01058088,11,2012,Amambay
9,2012-12,85.249,27.93,3.0,291539.01058088,-,Amambay,3.0,291539.01058088,12,2012,Amambay
10,2013-01,94.505,27.06,10.0,295533.939408522,-,Amambay,10.0,295533.939408522,1,2013,Amambay
11,2013-02,152.122,26.42,170.0,295533.939408522,-,Amambay,170.0,295533.939408522,2,2013,Amambay
12,2013-03,129.837,25.15,706.0,295533.939408522,-,Amambay,706.0,295533.939408522,3,2013,Amambay
13,2013-04,198.593,22.65,430.0,295533.939408522,-,Amambay,430.0,295533.939408522,4,2013,Amambay
14,2013-05,109.988,21.08,295.0,295533.939408522,-,Amambay,295.0,295533.939408522,5,2013,Amambay
15,2013-06,269.882,19.44,74.0,295533.939408522,-,Amambay,74.0,295533.939408522,6,2013,Amambay
16,2013-07,29.132,18.55,624.0,295533.939408522,-,Amambay,624.0,295533.939408522,7,2013,Amambay
17,2013-08,17.517,18.66,192.0,295533.939408522,-,Amambay,192.0,295533.939408522,8,2013,Amambay
18,2013-09,93.548,22.51,320.0,295533.939408522,-,Amambay,320.0,295533.939408522,9,2013,Amambay
19,2013-10,172.642,23.5,1.0,295533.939408522,-,Amambay,1.0,295533.939408522,10,2013,Amambay
20,2013-11,111.702,25.38,2.0,295533.939408522,-,Amambay,2.0,295533.939408522,11,2013,Amambay
21,2013-12,124.901,26.96,0.0,295533.939408522,-,Amambay,0.0,295533.939408522,12,2013,Amambay
22,2014-01,210.741,26.22,2.0,299619.662073156,-,Amambay,2.0,299619.662073156,1,2014,Amambay
23,2014-02,81.792,26.18,7.0,299619.662073156,-,Amambay,7.0,299619.662073156,2,2014,Amambay
24,2014-03,199.802,24.39,7.0,299619.662073156,-,Amambay,7.0,299619.662073156,3,2014,Amambay
25,2014-04,93.616,23.66,4.0,299619.662073156,-,Amambay,4.0,299619.662073156,4,2014,Amambay
26,2014-05,168.758,19.99,20.0,299619.662073156,-,Amambay,20.0,299619.662073156,5,2014,Amambay
27,2014-06,106.44,19.7,10.0,299619.662073156,-,Amambay,10.0,299619.662073156,6,2014,Amambay
28,2014-07,109.947,19.02,1.0,299619.662073156,-,Amambay,1.0,299619.662073156,7,2014,Amambay
29,2014-08,28.7,22.23,1.0,299619.662073156,-,Amambay,1.0,299619.662073156,8,2014,Amambay
30,2014-09,250.68,24.92,10.0,299619.662073156,-,Amambay,10.0,299619.662073156,9,2014,Amambay
31,2014-10,39.749,27.26,3.0,299619.662073156,-,Amambay,3.0,299619.662073156,10,2014,Amambay
32,2014-11,180.515,24.97,0.0,299619.662073156,-,Amambay,0.0,299619.662073156,11,2014,Amambay
33,2014-12,114.955,25.71,0.0,299619.662073156,-,Amambay,0.0,299619.662073156,12,2014,Amambay
34,2015-01,137.411,27.09,0.0,303659.987819294,-,Amambay,0.0,303659.987819294,1,2015,Amambay
35,2015-02,213.619,25.78,2.0,303659.987819294,-,Amambay,2.0,303659.987819294,2,2015,Amambay
36,2015-03,132.415,24.89,29.0,303659.987819294,-,Amambay,29.0,303659.987819294,3,2015,Amambay
37,2015-04,80.107,23.65,74.0,303659.987819294,-,Amambay,74.0,303659.987819294,4,2015,Amambay
38,2015-05,178.351,20.65,79.0,303659.987819294,-,Amambay,79.0,303659.987819294,5,2015,Amambay
39,2015-06,48.83,20.73,38.0,303659.987819294,-,Amambay,38.0,303659.987819294,6,2015,Amambay
40,2015-07,213.935,19.36,12.0,303659.987819294,-,Amambay,12.0,303659.987819294,7,2015,Amambay
41,2015-08,27.579,24.04,11.0,303659.987819294,-,Amambay,11.0,303659.987819294,8,2015,Amambay
42,2015-09,213.914,24.14,10.0,303659.987819294,-,Amambay,10.0,303659.987819294,9,2015,Amambay
43,2015-10,147.104,25.51,57.0,303659.987819294,-,Amambay,57.0,303659.987819294,10,2015,Amambay
44,2015-11,293.321,25.47,361.0,303659.987819294,-,Amambay,361.0,303659.987819294,11,2015,Amambay
45,2015-12,285.775,26.26,43.0,303659.987819294,-,Amambay,43.0,303659.987819294,12,2015,Amambay
46,2016-01,262.568,26.31,12.0,307700.313565432,-,Amambay,12.0,307700.313565432,1,2016,Amambay
47,2016-02,235.261,26.5,20.0,307700.313565432,-,Amambay,20.0,307700.313565432,2,2016,Amambay
48,2016-03,106.22,24.08,6.0,307700.313565432,-,Amambay,6.0,307700.313565432,3,2016,Amambay
49,2016-04,43.306,25.1,4.0,307700.313565432,-,Amambay,4.0,307700.313565432,4,2016,Amambay
50,2016-05,200.77,18.45,2.0,307700.313565432,-,Amambay,2.0,307700.313565432,5,2016,Amambay
51,2016-06,54.805,16.15,0.0,307700.313565432,-,Amambay,0.0,307700.313565432,6,2016,Amambay
52,2016-07,67.932,19.09,0.0,307700.313565432,-,Amambay,0.0,307700.313565432,7,2016,Amambay
53,2016-08,153.69,20.82,0.0,307700.313565432,-,Amambay,0.0,307700.313565432,8,2016,Amambay
54,2016-09,38.39,20.55,0.0,307700.313565432,-,Amambay,0.0,307700.313565432,9,2016,Amambay
55,2016-10,108.526,24.38,0.0,307700.313565432,-,Amambay,0.0,307700.313565432,10,2016,Amambay
56,2016-11,81.304,25.16,0.0,307700.313565432,-,Amambay,0.0,307700.313565432,11,2016,Amambay
57,2016-12,225.551,25.74,0.0,307700.313565432,-,Amambay,0.0,307700.313565432,12,2016,Amambay
0,2012-03,91.63,25.63,121.0,1478247.72265625,-,Asuncion,121.0,1478247.72265625,3,2012,Asuncion
1,2012-04,238.713,22.36,890.0,1478247.72265625,-,Asuncion,890.0,1478247.72265625,4,2012,Asuncion
2,2012-05,68.804,20.33,1063.0,1478247.72265625,-,Asuncion,1063.0,1478247.72265625,5,2012,Asuncion
3,2012-06,97.623,17.7,1178.0,1478247.72265625,-,Asuncion,1178.0,1478247.72265625,6,2012,Asuncion
4,2012-07,108.691,15.59,1197.0,1478247.72265625,-,Asuncion,1197.0,1478247.72265625,7,2012,Asuncion
5,2012-08,31.51,21.27,188.0,1478247.72265625,-,Asuncion,188.0,1478247.72265625,8,2012,Asuncion
6,2012-09,16.602,23.08,242.0,1478247.72265625,-,Asuncion,242.0,1478247.72265625,9,2012,Asuncion
7,2012-10,198.152,25.42,263.0,1478247.72265625,-,Asuncion,263.0,1478247.72265625,10,2012,Asuncion
8,2012-11,98.79,26.14,0.0,1478247.72265625,-,Asuncion,0.0,1478247.72265625,11,2012,Asuncion
9,2012-12,71.406,29.11,96.0,1478247.72265625,-,Asuncion,96.0,1478247.72265625,12,2012,Asuncion
10,2013-01,66.404,28.16,668.0,1498503.99789663,-,Asuncion,668.0,1498503.99789663,1,2013,Asuncion
11,2013-02,133.029,27.49,1227.0,1498503.99789663,-,Asuncion,1227.0,1498503.99789663,2,2013,Asuncion
12,2013-03,144.225,24.5,4914.0,1498503.99789663,-,Asuncion,4914.0,1498503.99789663,3,2013,Asuncion
13,2013-04,184.106,22.39,5406.0,1498503.99789663,-,Asuncion,5406.0,1498503.99789663,4,2013,Asuncion
14,2013-05,128.971,19.54,5590.0,1498503.99789663,-,Asuncion,5590.0,1498503.99789663,5,2013,Asuncion
15,2013-06,137.772,17.86,6.0,1498503.99789663,-,Asuncion,6.0,1498503.99789663,6,2013,Asuncion
16,2013-07,24.742,17.2,32.0,1498503.99789663,-,Asuncion,32.0,1498503.99789663,7,2013,Asuncion
17,2013-08,73.182,15.93,23.0,1498503.99789663,-,Asuncion,23.0,1498503.99789663,8,2013,Asuncion
18,2013-09,153.7,19.98,3340.0,1498503.99789663,-,Asuncion,3340.0,1498503.99789663,9,2013,Asuncion
19,2013-10,146.68,22.55,14.0,1498503.99789663,-,Asuncion,14.0,1498503.99789663,10,2013,Asuncion
20,2013-11,167.879,25.02,519.0,1498503.99789663,-,Asuncion,519.0,1498503.99789663,11,2013,Asuncion
21,2013-12,61.351,28.27,135.0,1498503.99789663,-,Asuncion,135.0,1498503.99789663,12,2013,Asuncion
22,2014-01,127.931,28.19,30.0,1519220.64302885,-,Asuncion,30.0,1519220.64302885,1,2014,Asuncion
23,2014-02,51.44,28.91,196.0,1519220.64302885,-,Asuncion,196.0,1519220.64302885,2,2014,Asuncion
24,2014-03,161.015,24.71,83.0,1519220.64302885,-,Asuncion,83.0,1519220.64302885,3,2014,Asuncion
25,2014-04,257.498,22.76,0.0,1519220.64302885,-,Asuncion,0.0,1519220.64302885,4,2014,Asuncion
26,2014-05,241.791,19.42,0.0,1519220.64302885,-,Asuncion,0.0,1519220.64302885,5,2014,Asuncion
27,2014-06,305.088,17.81,0.0,1519220.64302885,-,Asuncion,0.0,1519220.64302885,6,2014,Asuncion
28,2014-07,144.549,17.83,0.0,1519220.64302885,-,Asuncion,0.0,1519220.64302885,7,2014,Asuncion
29,2014-08,35.43,20.61,0.0,1519220.64302885,-,Asuncion,0.0,1519220.64302885,8,2014,Asuncion
30,2014-09,217.753,23.55,0.0,1519220.64302885,-,Asuncion,0.0,1519220.64302885,9,2014,Asuncion
31,2014-10,26.936,26.84,0.0,1519220.64302885,-,Asuncion,0.0,1519220.64302885,10,2014,Asuncion
32,2014-11,204.886,24.69,0.0,1519220.64302885,-,Asuncion,0.0,1519220.64302885,11,2014,Asuncion
33,2014-12,125.164,26.73,0.0,1519220.64302885,-,Asuncion,0.0,1519220.64302885,12,2014,Asuncion
34,2015-01,160.53,27.61,21.0,1539707.10321514,-,Asuncion,21.0,1539707.10321514,1,2015,Asuncion
35,2015-02,95.163,27.17,24.0,1539707.10321514,-,Asuncion,24.0,1539707.10321514,2,2015,Asuncion
36,2015-03,79.449,26.47,39.0,1539707.10321514,-,Asuncion,39.0,1539707.10321514,3,2015,Asuncion
37,2015-04,191.127,23.39,220.0,1539707.10321514,-,Asuncion,220.0,1539707.10321514,4,2015,Asuncion
38,2015-05,178.542,20.12,337.0,1539707.10321514,-,Asuncion,337.0,1539707.10321514,5,2015,Asuncion
39,2015-06,103.786,19.61,560.0,1539707.10321514,-,Asuncion,560.0,1539707.10321514,6,2015,Asuncion
40,2015-07,172.762,17.65,443.0,1539707.10321514,-,Asuncion,443.0,1539707.10321514,7,2015,Asuncion
41,2015-08,64.063,22.44,70.0,1539707.10321514,-,Asuncion,70.0,1539707.10321514,8,2015,Asuncion
42,2015-09,44.172,22.38,129.0,1539707.10321514,-,Asuncion,129.0,1539707.10321514,9,2015,Asuncion
43,2015-10,153.657,23.88,38.0,1539707.10321514,-,Asuncion,38.0,1539707.10321514,10,2015,Asuncion
44,2015-11,338.088,24.32,25.0,1539707.10321514,-,Asuncion,25.0,1539707.10321514,11,2015,Asuncion
45,2015-12,420.749,26.23,23.0,1539707.10321514,-,Asuncion,23.0,1539707.10321514,12,2015,Asuncion
46,2016-01,137.319,27.98,73.0,1560193.56340144,-,Asuncion,73.0,1560193.56340144,1,2016,Asuncion
47,2016-02,220.692,28.03,125.0,1560193.56340144,-,Asuncion,125.0,1560193.56340144,2,2016,Asuncion
48,2016-03,193.866,23.89,46.0,1560193.56340144,-,Asuncion,46.0,1560193.56340144,3,2016,Asuncion
49,2016-04,130.177,24.68,95.0,1560193.56340144,-,Asuncion,95.0,1560193.56340144,4,2016,Asuncion
50,2016-05,97.331,17.15,10.0,1560193.56340144,-,Asuncion,10.0,1560193.56340144,5,2016,Asuncion
51,2016-06,22.128,13.84,2.0,1560193.56340144,-,Asuncion,2.0,1560193.56340144,6,2016,Asuncion
52,2016-07,65.453,17.45,3.0,1560193.56340144,-,Asuncion,3.0,1560193.56340144,7,2016,Asuncion
53,2016-08,110.834,19.41,0.0,1560193.56340144,-,Asuncion,0.0,1560193.56340144,8,2016,Asuncion
54,2016-09,35.672,19.27,0.0,1560193.56340144,-,Asuncion,0.0,1560193.56340144,9,2016,Asuncion
55,2016-10,251.087,23.1,0.0,1560193.56340144,-,Asuncion,0.0,1560193.56340144,10,2016,Asuncion
56,2016-11,179.246,23.85,0.0,1560193.56340144,-,Asuncion,0.0,1560193.56340144,11,2016,Asuncion
57,2016-12,134.449,26.34,2.0,1560193.56340144,-,Asuncion,2.0,1560193.56340144,12,2016,Asuncion
0,2012-03,75.713,25.06,3.0,45260.473269312,-,Boqueron,3.0,45260.473269312,3,2012,Boqueron
1,2012-04,194.975,21.54,16.0,45260.473269312,-,Boqueron,16.0,45260.473269312,4,2012,Boqueron
2,2012-05,111.06,19.6,3.0,45260.473269312,-,Boqueron,3.0,45260.473269312,5,2012,Boqueron
3,2012-06,119.47,16.99,9.0,45260.473269312,-,Boqueron,9.0,45260.473269312,6,2012,Boqueron
4,2012-07,99.374,14.79,1.0,45260.473269312,-,Boqueron,1.0,45260.473269312,7,2012,Boqueron
5,2012-08,37.644,20.77,0.0,45260.473269312,-,Boqueron,0.0,45260.473269312,8,2012,Boqueron
6,2012-09,27.364,22.06,1.0,45260.473269312,-,Boqueron,1.0,45260.473269312,9,2012,Boqueron
7,2012-10,193.342,24.49,0.0,45260.473269312,-,Boqueron,0.0,45260.473269312,10,2012,Boqueron
