time_period,rainfall,mean_temperature,disease_cases,population,location
2019-03,115.848,19.84,6805,1036812,o5Gxx8zOilJ
2019-04,181.497,19.07,7195,1036812,o5Gxx8zOilJ
2019-05,185.121,18.35,6583,1036812,o5Gxx8zOilJ
2019-06,53.228,18.77,8062,1036812,o5Gxx8zOilJ
2019-07,23.181,19.14,7515,1036812,o5Gxx8zOilJ
2019-08,58.994,19.44,2114,1036812,o5Gxx8zOilJ
2019-09,104.168,19.18,1929,1036812,o5Gxx8zOilJ
2019-10,226.087,17.85,2221,1036812,o5Gxx8zOilJ
2019-11,140.2,18.69,2800,1036812,o5Gxx8zOilJ
2019-12,229.166,18.6,3089,1036812,o5Gxx8zOilJ
2020-01,90.667,19.59,3503,1053815.28,o5Gxx8zOilJ
2020-02,158.108,19.57,3153,1050936,o5Gxx8zOilJ
2020-03,187.792,19.37,2585,1053815.28,o5Gxx8zOilJ
2020-04,278.008,18.95,1263,1053815.28,o5Gxx8zOilJ
2020-05,106.766,18.81,669,1053815.28,o5Gxx8zOilJ
2020-06,38.196,18.76,558,1053815.28,o5Gxx8zOilJ
2020-07,9.055,19.28,429,1053815.28,o5Gxx8zOilJ
2020-08,30.292,20.43,416,1053815.28,o5Gxx8zOilJ
2020-09,90.866,19.4,542,1053815.28,o5Gxx8zOilJ
2020-10,160.949,18.81,503,1053815.28,o5Gxx8zOilJ
2020-11,193.35,18.11,577,1053815.28,o5Gxx8zOilJ
2020-12,115.382,18.44,724,1053815.28,o5Gxx8zOilJ
2021-01,115.328,18.65,818,551423,o5Gxx8zOilJ
2021-02,97.8,19.48,1350,551423,o5Gxx8zOilJ
2021-03,150.55,19.02,1368,551423,o5Gxx8zOilJ
2021-04,161.759,18.26,1378,551423,o5Gxx8zOilJ
2021-05,151.391,18.41,1859,551423,o5Gxx8zOilJ
2021-06,8.729,18.84,1625,551423,o5Gxx8zOilJ
2021-07,8.072,19.54,1126,551423,o5Gxx8zOilJ
2021-08,61.081,19.48,1061,551423,o5Gxx8zOilJ
2021-09,122.249,19.1,1403,551423,o5Gxx8zOilJ
2021-10,101.928,19.46,1733,551423,o5Gxx8zOilJ
2021-11,101.788,18.92,2756,551423,o5Gxx8zOilJ
2021-12,129.532,18.71,3700,551423,o5Gxx8zOilJ
2022-01,61.125,19.27,4948,594229,o5Gxx8zOilJ
2022-02,138.711,19.02,3972,594229,o5Gxx8zOilJ
2022-03,103.962,19.49,3427,594229,o5Gxx8zOilJ
2022-04,255.558,18.67,4601,594229,o5Gxx8zOilJ
2022-05,114.892,18.46,5619,594229,o5Gxx8zOilJ
2022-06,6.769,18.01,4754,594229,o5Gxx8zOilJ
2022-07,26.411,19.31,2939,594229,o5Gxx8zOilJ
2022-08,109.693,18.78,2345,594229,o5Gxx8zOilJ
2022-09,72.077,18.79,3088,594229,o5Gxx8zOilJ
2022-10,62.331,19.47,3807,594229,o5Gxx8zOilJ
2022-11,266.087,18.12,4252,594229,o5Gxx8zOilJ
2022-12,146.02,17.84,4127,594229,o5Gxx8zOilJ
2023-01,53.199,18.59,3475,575106,o5Gxx8zOilJ
2023-02,104.922,19.85,3288,575106,o5Gxx8zOilJ
2023-03,272.892,18.49,2998,575106,o5Gxx8zOilJ
2023-04,219.82,18.3,2879,575106,o5Gxx8zOilJ
2023-05,96.862,19.16,2401,575106,o5Gxx8zOilJ
2023-06,20.901,19.61,2958,575106,o5Gxx8zOilJ
2023-07,0.975,20.28,2008,575106,o5Gxx8zOilJ
2023-08,6.184,21.37,1693,575106,o5Gxx8zOilJ
2023-09,146.085,19.67,2137,575106,o5Gxx8zOilJ
2023-10,124.811,19.5,3332,575106,o5Gxx8zOilJ
2023-11,244.384,17.93,3960,575106,o5Gxx8zOilJ
2023-12,108.424,19.08,4520,575106,o5Gxx8zOilJ
2024-01,132.472,19.53,5173,611128.75,o5Gxx8zOilJ
2024-02,126.986,19.92,4120,609459,o5Gxx8zOilJ
2024-03,109.879,20.08,3317,611128.75,o5Gxx8zOilJ
2024-04,203.97,19.03,3999,611128.75,o5Gxx8zOilJ
2024-05,81.7,19.81,3780,611128.75,o5Gxx8zOilJ
2024-06,3.837,20.1,3424,611128.75,o5Gxx8zOilJ
2024-07,8.9,20.96,1841,611128.75,o5Gxx8zOilJ
2024-08,11.599,21.06,1398,611128.75,o5Gxx8zOilJ
2024-09,64.747,20.67,1385,611128.75,o5Gxx8zOilJ
2024-10,124.038,19.41,1646,611128.75,o5Gxx8zOilJ
2024-11,238.542,18.55,2277,611128.75,o5Gxx8zOilJ
2024-12,147.67,18.73,2312,611128.75,o5Gxx8zOilJ
2015-01,44.266,21.07,5090,708151,jqrJGsWovJs
2015-02,75.824,20.83,3063,708151,jqrJGsWovJs
2015-03,101.467,20.42,2291,708151,jqrJGsWovJs
2015-04,144.327,19.4,2888,708151,jqrJGsWovJs
2015-05,85.972,19.89,3718,708151,jqrJGsWovJs
2015-06,35.345,20.29,6172,708151,jqrJGsWovJs
2015-07,2.537,21.17,4520,708151,jqrJGsWovJs
2015-08,9.086,21.9,1500,708151,jqrJGsWovJs
2015-09,58.265,21.05,1532,708151,jqrJGsWovJs
2015-10,203.342,20.08,3988,708151,jqrJGsWovJs
2015-11,178.746,19.33,8923,708151,jqrJGsWovJs
2015-12,134.402,19.88,14149,708151,jqrJGsWovJs
2016-01,110.141,20.71,8760,761043.35,jqrJGsWovJs
2016-02,58.38,21.94,5976,758964,jqrJGsWovJs
2016-03,67.76,21.45,4401,761043.35,jqrJGsWovJs
2016-04,221.195,19.94,2873,761043.35,jqrJGsWovJs
2016-05,37.743,20.73,4590,761043.35,jqrJGsWovJs
2016-06,1.923,20.68,5288,761043.35,jqrJGsWovJs
2016-07,0.946,21.51,2373,761043.35,jqrJGsWovJs
2016-08,5.647,22.05,715,761043.35,jqrJGsWovJs
2016-09,79.535,21.62,1147,761043.35,jqrJGsWovJs
2016-10,122.756,20.53,3476,761043.35,jqrJGsWovJs
2016-11,156.071,19.42,6640,761043.35,jqrJGsWovJs
2016-12,80.751,19.62,8698,761043.35,jqrJGsWovJs
2017-01,70.343,20.83,9443,695757,jqrJGsWovJs
2017-02,109.229,20.09,4418,695757,jqrJGsWovJs
2017-03,137.849,20.01,4213,695757,jqrJGsWovJs
2017-04,110.438,19.68,4753,695757,jqrJGsWovJs
2017-05,111.986,19.55,5805,695757,jqrJGsWovJs
2017-06,2.591,20.74,6272,695757,jqrJGsWovJs
2017-07,0.834,21.58,4950,695757,jqrJGsWovJs
2017-08,30.429,21.41,2207,695757,jqrJGsWovJs
2017-09,101.312,20.47,3911,695757,jqrJGsWovJs
2017-10,141.836,20.28,6928,695757,jqrJGsWovJs
2017-11,143.722,19.34,8487,695757,jqrJGsWovJs
2017-12,115.883,20.06,10290,695757,jqrJGsWovJs
2018-01,183.292,19.85,12139,789982,jqrJGsWovJs
2018-02,89.817,20.44,9388,789982,jqrJGsWovJs
2018-03,152.305,19.88,7258,789982,jqrJGsWovJs
2018-04,323.502,19.18,4824,789982,jqrJGsWovJs
2018-05,89.354,19.39,5399,789982,jqrJGsWovJs
2018-06,12.391,20.14,4788,789982,jqrJGsWovJs
2018-07,1.912,20.13,2689,789982,jqrJGsWovJs
2018-08,122.855,20.1,2224,789982,jqrJGsWovJs
2018-09,47.742,20.07,2732,789982,jqrJGsWovJs
2018-10,113.697,19.93,4153,789982,jqrJGsWovJs
2018-11,123.797,19.71,5051,789982,jqrJGsWovJs
2018-12,110.547,19.5,6060,789982,jqrJGsWovJs
2019-01,79.697,20.37,5493,806297,jqrJGsWovJs
2019-02,78.696,20.72,5414,806297,jqrJGsWovJs
2019-03,115.546,20.7,5454,806297,jqrJGsWovJs
2019-04,133.513,20.28,5185,806297,jqrJGsWovJs
2019-05,129.711,19.45,4808,806297,jqrJGsWovJs
2019-06,20.824,20.27,5162,806297,jqrJGsWovJs
2019-07,17.158,20.86,4090,806297,jqrJGsWovJs
2019-08,35.187,21.13,1728,806297,jqrJGsWovJs
2019-09,74.248,20.74,2332,806297,jqrJGsWovJs
2019-10,206.275,19.01,3447,806297,jqrJGsWovJs
2019-11,136.354,19.85,3690,806297,jqrJGsWovJs
2019-12,201.594,19.84,3955,806297,jqrJGsWovJs
2020-01,97.117,20.7,3401,702438.23,jqrJGsWovJs
2020-02,131.179,20.73,2738,700519,jqrJGsWovJs
2020-03,235.108,20.43,2368,702438.23,jqrJGsWovJs
2020-04,267.644,20.06,1027,702438.23,jqrJGsWovJs
2020-05,81.027,20.12,791,702438.23,jqrJGsWovJs
2020-06,41.134,20.24,567,702438.23,jqrJGsWovJs
2020-07,4.155,20.94,484,702438.23,jqrJGsWovJs
2020-08,19.102,22.02,543,702438.23,jqrJGsWovJs
2020-09,75.568,20.99,646,702438.23,jqrJGsWovJs
2020-10,168.067,20.02,815,702438.23,jqrJGsWovJs
2020-11,174.412,19.39,795,702438.23,jqrJGsWovJs
2020-12,97.322,19.73,829,702438.23,jqrJGsWovJs
2021-01,100.25,19.88,722,540867,jqrJGsWovJs
2021-02,116.226,20.52,1084,540867,jqrJGsWovJs
2021-03,143.155,20.01,996,540867,jqrJGsWovJs
2021-04,138.14,19.36,1409,540867,jqrJGsWovJs
2021-05,126.079,19.62,1697,540867,jqrJGsWovJs
2021-06,3.683,20.19,1398,540867,jqrJGsWovJs
2021-07,2.848,20.86,704,540867,jqrJGsWovJs
2021-08,37.07,20.91,858,540867,jqrJGsWovJs
2021-09,86.693,20.66,694,540867,jqrJGsWovJs
2021-10,90.325,20.63,943,540867,jqrJGsWovJs
2021-11,109.709,19.9,1219,540867,jqrJGsWovJs
2021-12,120.274,19.66,1295,540867,jqrJGsWovJs
2022-01,61.718,20.48,1188,298403,jqrJGsWovJs
2022-02,141.421,19.8,1116,298403,jqrJGsWovJs
2022-03,145.796,20.21,1129,298403,jqrJGsWovJs
2022-04,269.341,19.6,1202,298403,jqrJGsWovJs
2022-05,86.843,19.69,1375,298403,jqrJGsWovJs
2022-06,3.431,19.19,1390,298403,jqrJGsWovJs
2022-07,18.659,20.6,932,298403,jqrJGsWovJs
2022-08,78.5,20.17,975,298403,jqrJGsWovJs
2022-09,41.707,20.44,1299,298403,jqrJGsWovJs
2022-10,58.629,20.98,1278,298403,jqrJGsWovJs
2022-11,202.77,19.54,1323,298403,jqrJGsWovJs
2022-12,164.877,19.12,1411,298403,jqrJGsWovJs
2023-01,66.323,19.89,817,554997,jqrJGsWovJs
2023-02,102.082,20.81,530,554997,jqrJGsWovJs
2023-03,243.98,19.67,654,554997,jqrJGsWovJs
2023-04,204.309,19.44,589,554997,jqrJGsWovJs
2023-05,67.779,20.58,572,554997,jqrJGsWovJs
2023-06,7.553,21.17,494,554997,jqrJGsWovJs
2023-07,0.404,21.82,431,554997,jqrJGsWovJs
2023-08,2.659,22.93,301,554997,jqrJGsWovJs
2023-09,125.218,21.03,355,554997,jqrJGsWovJs
2023-10,121.801,20.79,437,554997,jqrJGsWovJs
2023-11,248.242,19.13,485,554997,jqrJGsWovJs
2023-12,139.249,20.43,662,554997,jqrJGsWovJs
2024-01,194.037,20.61,735,554435.85,jqrJGsWovJs
2024-02,120.603,21.11,691,552921,jqrJGsWovJs
2024-03,99.659,21.19,686,554435.85,jqrJGsWovJs
2024-04,192.511,20.2,704,554435.85,jqrJGsWovJs
2024-05,55.1,21.33,1057,554435.85,jqrJGsWovJs
2024-06,1.639,21.72,1201,554435.85,jqrJGsWovJs
2024-07,2.149,22.68,919,554435.85,jqrJGsWovJs
2024-08,3.915,22.91,1173,554435.85,jqrJGsWovJs
2024-09,36.104,22.47,1482,554435.85,jqrJGsWovJs
2024-10,114.595,20.81,1918,554435.85,jqrJGsWovJs
2024-11,204.077,19.74,4122,554435.85,jqrJGsWovJs
2024-12,134.117,20.14,3562,554435.85,jqrJGsWovJs
2015-01,132.576,17.67,11491,873420,jy5judMZtzS
2015-02,130.228,17.91,8912,873420,jy5judMZtzS
2015-03,311.942,17.88,7462,873420,jy5judMZtzS
2015-04,330.89,17.18,6016,873420,jy5judMZtzS
2015-05,81.097,17.56,6562,873420,jy5judMZtzS
2015-06,47.153,17.63,14689,873420,jy5judMZtzS
2015-07,4.732,18.34,6786,873420,jy5judMZtzS
2015-08,4.491,19.15,2069,873420,jy5judMZtzS
2015-09,74.72,18.94,4924,873420,jy5judMZtzS
2015-10,324.931,17.79,9225,873420,jy5judMZtzS
2015-11,279.293,17.18,13656,873420,jy5judMZtzS
2015-12,258.214,17.6,26665,873420,jy5judMZtzS
2016-01,232.801,18.17,11847,805890.89,jy5judMZtzS
2016-02,149.537,18.81,9324,803689,jy5judMZtzS
2016-03,132.887,19.03,8281,805890.89,jy5judMZtzS
2016-04,356.66,17.73,6866,805890.89,jy5judMZtzS
2016-05,93.609,18.29,9219,805890.89,jy5judMZtzS
2016-06,9.386,17.89,9220,805890.89,jy5judMZtzS
2016-07,4.046,18.6,5137,805890.89,jy5judMZtzS
2016-08,15.801,19.11,3587,805890.89,jy5judMZtzS
2016-09,109.98,19.15,6799,805890.89,jy5judMZtzS
2016-10,179.837,18.37,12511,805890.89,jy5judMZtzS
2016-11,162.983,17.28,24258,805890.89,jy5judMZtzS
2016-12,115.7,17.51,29266,805890.89,jy5judMZtzS
2017-01,117.736,18.09,27860,816581,jy5judMZtzS
2017-02,203.868,17.6,17430,816581,jy5judMZtzS
2017-03,185.664,17.75,11804,816581,jy5judMZtzS
2017-04,128.645,17.38,10381,816581,jy5judMZtzS
2017-05,85.134,17.24,15566,816581,jy5judMZtzS
2017-06,5.987,18.01,14001,816581,jy5judMZtzS
2017-07,8.48,18.35,10525,816581,jy5judMZtzS
2017-08,49.217,18.4,10777,816581,jy5judMZtzS
2017-09,106.051,18.07,10775,816581,jy5judMZtzS
2017-10,166.157,17.96,12432,816581,jy5judMZtzS
2017-11,187.785,17.15,11754,816581,jy5judMZtzS
2017-12,216,17.6,9414,816581,jy5judMZtzS
2018-01,270.029,16.98,13838,916552,jy5judMZtzS
2018-02,156.263,18.03,10620,916552,jy5judMZtzS
2018-03,329.365,17.49,10853,916552,jy5judMZtzS
2018-04,515.197,16.93,5171,916552,jy5judMZtzS
2018-05,123.579,17.22,3240,916552,jy5judMZtzS
2018-06,19.698,17.6,4427,916552,jy5judMZtzS
2018-07,15.744,17.22,2502,916552,jy5judMZtzS
2018-08,98.635,17.7,2270,916552,jy5judMZtzS
2018-09,49.562,18.16,2663,916552,jy5judMZtzS
2018-10,190.281,17.61,3906,916552,jy5judMZtzS
2018-11,168.259,17.54,8385,916552,jy5judMZtzS
2018-12,278.567,17.12,11753,916552,jy5judMZtzS
2019-01,187.927,17.84,10346,861618,jy5judMZtzS
2019-02,124.665,18.17,7709,861618,jy5judMZtzS
2019-03,144.49,18.24,7769,861618,jy5judMZtzS
2019-04,259.899,18.1,7468,861618,jy5judMZtzS
2019-05,113.123,17.28,9659,861618,jy5judMZtzS
2019-06,54.928,17.42,10136,861618,jy5judMZtzS
2019-07,20.765,17.7,7419,861618,jy5judMZtzS
2019-08,49.185,18.39,3003,861618,jy5judMZtzS
2019-09,83.403,18.27,3248,861618,jy5judMZtzS
2019-10,271.067,16.88,3153,861618,jy5judMZtzS
2019-11,187.565,17.57,2579,861618,jy5judMZtzS
2019-12,409.421,17.45,2721,861618,jy5judMZtzS
2020-01,216.297,18.15,3975,932322.33,jy5judMZtzS
2020-02,288.709,18.38,3525,929775,jy5judMZtzS
2020-03,309.786,18.24,2918,932322.33,jy5judMZtzS
2020-04,364.027,17.92,1520,932322.33,jy5judMZtzS
2020-05,114.415,17.91,1425,932322.33,jy5judMZtzS
2020-06,41.998,17.71,1311,932322.33,jy5judMZtzS
2020-07,9.466,17.83,1489,932322.33,jy5judMZtzS
2020-08,27.633,19.19,1219,932322.33,jy5judMZtzS
2020-09,75.749,18.64,1774,932322.33,jy5judMZtzS
2020-10,174.469,17.99,3147,932322.33,jy5judMZtzS
2020-11,238.418,17.44,2921,932322.33,jy5judMZtzS
2020-12,207.42,17.57,2975,932322.33,jy5judMZtzS
2021-01,216.454,17.39,2729,544270,jy5judMZtzS
2021-02,186.638,18.12,3441,544270,jy5judMZtzS
2021-03,210.546,17.78,3735,544270,jy5judMZtzS
2021-04,209.423,17.18,3800,544270,jy5judMZtzS
2021-05,163.246,17.49,5817,544270,jy5judMZtzS
2021-06,11.691,17.58,8075,544270,jy5judMZtzS
2021-07,4.586,18.12,5796,544270,jy5judMZtzS
2021-08,53.195,18.41,6125,544270,jy5judMZtzS
2021-09,141.201,18.26,6410,544270,jy5judMZtzS
2021-10,154.946,18.26,7162,544270,jy5judMZtzS
2021-11,150.771,17.86,9247,544270,jy5judMZtzS
2021-12,132.549,17.57,8344,544270,jy5judMZtzS
2022-01,208.725,17.7,8614,513635,jy5judMZtzS
2022-02,314.104,17.3,6594,513635,jy5judMZtzS
2022-03,206.805,18.07,5831,513635,jy5judMZtzS
2022-04,312.822,17.52,5391,513635,jy5judMZtzS
2022-05,81.777,17.65,6209,513635,jy5judMZtzS
2022-06,5.673,16.91,5123,513635,jy5judMZtzS
2022-07,63.115,17.99,2842,513635,jy5judMZtzS
2022-08,97.977,17.7,2143,513635,jy5judMZtzS
2022-09,77.782,17.81,2669,513635,jy5judMZtzS
2022-10,79.717,18.54,2981,513635,jy5judMZtzS
2022-11,310.304,17.12,3261,513635,jy5judMZtzS
2022-12,272.026,16.88,3109,513635,jy5judMZtzS
2023-01,130.975,17.08,3191,464309,jy5judMZtzS
2023-02,168.314,17.78,2954,464309,jy5judMZtzS
2023-03,432.205,17.24,2778,464309,jy5judMZtzS
2023-04,242.942,17.32,2380,464309,jy5judMZtzS
2023-05,130.87,18.16,2388,464309,jy5judMZtzS
2023-06,20.254,18.2,3870,464309,jy5judMZtzS
2023-07,1.515,18.5,2908,464309,jy5judMZtzS
2023-08,2.978,20.02,3060,464309,jy5judMZtzS
2023-09,238.064,18.25,4453,464309,jy5judMZtzS
2023-10,122.101,18.44,5209,464309,jy5judMZtzS
2023-11,329.851,17.05,3890,464309,jy5judMZtzS
2023-12,257.951,18.04,4908,464309,jy5judMZtzS
2024-01,385.331,17.9,5281,552399.29,jy5judMZtzS
2024-02,200.774,18.52,4738,550890,jy5judMZtzS
2024-03,159.344,18.75,5078,552399.29,jy5judMZtzS
2024-04,323.315,18.04,4488,552399.29,jy5judMZtzS
2024-05,107.822,18.75,5385,552399.29,jy5judMZtzS
2024-06,7.389,18.26,2910,552399.29,jy5judMZtzS
2024-07,12.751,19.1,1870,552399.29,jy5judMZtzS
2024-08,9.027,19.66,1435,552399.29,jy5judMZtzS
2024-09,43.705,19.83,1414,552399.29,jy5judMZtzS
2024-10,167.953,18.25,1832,552399.29,jy5judMZtzS
2024-11,280.676,17.44,2259,552399.29,jy5judMZtzS
2024-12,241.581,17.81,1730,552399.29,jy5judMZtzS
2015-01,34.599,20.26,20455,881547,vb9Wtsjv0OS
2015-02,64.444,20.09,16592,881547,vb9Wtsjv0OS
2015-03,86.494,19.73,16804,881547,vb9Wtsjv0OS
2015-04,123.665,18.74,18472,881547,vb9Wtsjv0OS
2015-05,73.784,19.24,16067,881547,vb9Wtsjv0OS
2015-06,24.998,19.61,26021,881547,vb9Wtsjv0OS
2015-07,2.463,20.56,21752,881547,vb9Wtsjv0OS
2015-08,5.547,21.18,9617,881547,vb9Wtsjv0OS
2015-09,42.996,20.41,13405,881547,vb9Wtsjv0OS
2015-10,165.747,19.38,26860,881547,vb9Wtsjv0OS
2015-11,141.366,18.64,40624,881547,vb9Wtsjv0OS
2015-12,108.103,19.17,53179,881547,vb9Wtsjv0OS
2016-01,110.419,19.9,31140,813967.96,vb9Wtsjv0OS
2016-02,40.622,21.11,23909,811744,vb9Wtsjv0OS
2016-03,53.418,20.79,18890,813967.96,vb9Wtsjv0OS
2016-04,224.673,19.27,12582,813967.96,vb9Wtsjv0OS
2016-05,33.856,20.09,17558,813967.96,vb9Wtsjv0OS
2016-06,1.585,20.01,18296,813967.96,vb9Wtsjv0OS
2016-07,1.076,20.73,9660,813967.96,vb9Wtsjv0OS
2016-08,4.802,21.3,4246,813967.96,vb9Wtsjv0OS
2016-09,68.76,20.86,9246,813967.96,vb9Wtsjv0OS
2016-10,108.385,19.78,13925,813967.96,vb9Wtsjv0OS
2016-11,123.649,18.68,23021,813967.96,vb9Wtsjv0OS
2016-12,62.044,18.92,20778,813967.96,vb9Wtsjv0OS
2017-01,52.365,20.2,26242,967215,vb9Wtsjv0OS
2017-02,85.479,19.37,19991,967215,vb9Wtsjv0OS
2017-03,108.185,19.33,16512,967215,vb9Wtsjv0OS
2017-04,91.97,19,17286,967215,vb9Wtsjv0OS
2017-05,100.568,18.84,18599,967215,vb9Wtsjv0OS
2017-06,2.501,20.08,20407,967215,vb9Wtsjv0OS
2017-07,0.908,20.62,15720,967215,vb9Wtsjv0OS
2017-08,24.373,20.62,8451,967215,vb9Wtsjv0OS
2017-09,78.39,19.78,14173,967215,vb9Wtsjv0OS
2017-10,110.958,19.51,23527,967215,vb9Wtsjv0OS
2017-11,112.463,18.61,25364,967215,vb9Wtsjv0OS
2017-12,95.03,19.42,26962,967215,vb9Wtsjv0OS
2018-01,158.901,19.07,30934,884986,vb9Wtsjv0OS
2018-02,66.991,19.69,17357,884986,vb9Wtsjv0OS
2018-03,156.185,19.19,19174,884986,vb9Wtsjv0OS
2018-04,300.94,18.51,16202,884986,vb9Wtsjv0OS
2018-05,78.436,18.73,15377,884986,vb9Wtsjv0OS
2018-06,9.45,19.5,12513,884986,vb9Wtsjv0OS
2018-07,1.614,19.4,9546,884986,vb9Wtsjv0OS
2018-08,91.389,19.45,7019,884986,vb9Wtsjv0OS
2018-09,39.868,19.31,10953,884986,vb9Wtsjv0OS
2018-10,93.025,19.18,14993,884986,vb9Wtsjv0OS
2018-11,103.487,18.98,20690,884986,vb9Wtsjv0OS
2018-12,103.008,18.77,21767,884986,vb9Wtsjv0OS
2019-01,75.437,19.61,20154,854165,vb9Wtsjv0OS
2019-02,59.014,20,18695,854165,vb9Wtsjv0OS
2019-03,88.372,19.97,20209,854165,vb9Wtsjv0OS
2019-04,106.523,19.63,27842,854165,vb9Wtsjv0OS
2019-05,117.602,18.75,34073,854165,vb9Wtsjv0OS
2019-06,13.944,19.52,40225,854165,vb9Wtsjv0OS
2019-07,12.753,20.18,33155,854165,vb9Wtsjv0OS
2019-08,28.954,20.46,15582,854165,vb9Wtsjv0OS
2019-09,63.153,20.03,14943,854165,vb9Wtsjv0OS
2019-10,169.645,18.25,21339,854165,vb9Wtsjv0OS
2019-11,111.728,19.07,12465,854165,vb9Wtsjv0OS
2019-12,169.351,19.16,6122,854165,vb9Wtsjv0OS
2020-01,87.11,19.92,5984,1122836.86,vb9Wtsjv0OS
2020-02,113.841,19.96,5959,1119769,vb9Wtsjv0OS
2020-03,236.745,19.72,4906,1122836.86,vb9Wtsjv0OS
2020-04,254.414,19.36,5597,1122836.86,vb9Wtsjv0OS
2020-05,71.52,19.4,5943,1122836.86,vb9Wtsjv0OS
2020-06,33.973,19.53,6544,1122836.86,vb9Wtsjv0OS
2020-07,4.312,20.15,5216,1122836.86,vb9Wtsjv0OS
2020-08,16.638,21.24,6821,1122836.86,vb9Wtsjv0OS
2020-09,55.22,20.28,9109,1122836.86,vb9Wtsjv0OS
2020-10,140.595,19.34,11191,1122836.86,vb9Wtsjv0OS
2020-11,144.026,18.66,7451,1122836.86,vb9Wtsjv0OS
2020-12,75.198,19.04,4913,1122836.86,vb9Wtsjv0OS
2021-01,89.09,19.11,4016,507209,vb9Wtsjv0OS
2021-02,101.58,19.76,5883,507209,vb9Wtsjv0OS
2021-03,114.245,19.29,6569,507209,vb9Wtsjv0OS
2021-04,112.508,18.69,6469,507209,vb9Wtsjv0OS
2021-05,113.806,18.99,8882,507209,vb9Wtsjv0OS
2021-06,3.393,19.45,10493,507209,vb9Wtsjv0OS
2021-07,2.256,20.07,7118,507209,vb9Wtsjv0OS
2021-08,33.956,20.08,8527,507209,vb9Wtsjv0OS
2021-09,70.013,19.88,10394,507209,vb9Wtsjv0OS
2021-10,76.269,19.82,13529,507209,vb9Wtsjv0OS
2021-11,92.527,19.17,6444,507209,vb9Wtsjv0OS
2021-12,94.069,18.94,4173,507209,vb9Wtsjv0OS
2022-01,64.401,19.71,4327,520224,vb9Wtsjv0OS
2022-02,141.545,19.01,2853,520224,vb9Wtsjv0OS
2022-03,120.237,19.52,2308,520224,vb9Wtsjv0OS
2022-04,236.853,18.89,2070,520224,vb9Wtsjv0OS
2022-05,68.514,19,3368,520224,vb9Wtsjv0OS
2022-06,4.04,18.48,3452,520224,vb9Wtsjv0OS
2022-07,15.606,19.88,2036,520224,vb9Wtsjv0OS
2022-08,63.532,19.45,1020,520224,vb9Wtsjv0OS
2022-09,35.836,19.7,1001,520224,vb9Wtsjv0OS
2022-10,47.783,20.27,838,520224,vb9Wtsjv0OS
2022-11,191.473,18.88,901,520224,vb9Wtsjv0OS
2022-12,133.096,18.44,1083,520224,vb9Wtsjv0OS
2023-01,52.537,19.14,1198,522571,vb9Wtsjv0OS
2023-02,84.48,20.01,958,522571,vb9Wtsjv0OS
2023-03,217.342,19.01,556,522571,vb9Wtsjv0OS
2023-04,167.62,18.81,400,522571,vb9Wtsjv0OS
2023-05,60.237,19.95,385,522571,vb9Wtsjv0OS
2023-06,7.413,20.49,587,522571,vb9Wtsjv0OS
2023-07,0.374,21.02,694,522571,vb9Wtsjv0OS
2023-08,1.864,22.11,298,522571,vb9Wtsjv0OS
2023-09,103.446,20.3,320,522571,vb9Wtsjv0OS
2023-10,104.391,20.04,482,522571,vb9Wtsjv0OS
2023-11,212.562,18.47,404,522571,vb9Wtsjv0OS
2023-12,110.266,19.78,359,522571,vb9Wtsjv0OS
2024-01,176.912,19.89,479,491556.05,vb9Wtsjv0OS
2024-02,107.506,20.33,527,490213,vb9Wtsjv0OS
2024-03,89.347,20.45,545,491556.05,vb9Wtsjv0OS
2024-04,164.407,19.59,470,491556.05,vb9Wtsjv0OS
2024-05,49.235,20.69,469,491556.05,vb9Wtsjv0OS
2024-06,1.518,20.93,430,491556.05,vb9Wtsjv0OS
2024-07,2.188,21.71,449,491556.05,vb9Wtsjv0OS
2024-08,3.249,22.18,573,491556.05,vb9Wtsjv0OS
2024-09,34.05,21.75,914,491556.05,vb9Wtsjv0OS
2024-10,93.53,20.11,897,491556.05,vb9Wtsjv0OS
2024-11,167.131,19.07,838,491556.05,vb9Wtsjv0OS
2024-12,109.026,19.5,850,491556.05,vb9Wtsjv0OS
2015-01,157.803,18.39,8034,575299,DJKWdcLdPOI
2015-02,143.716,18.89,6758,575299,DJKWdcLdPOI
2015-03,181.899,18.86,5318,575299,DJKWdcLdPOI
2015-04,235.135,17.96,5124,575299,DJKWdcLdPOI
2015-05,77.912,18.5,5986,575299,DJKWdcLdPOI
2015-06,55.667,18.58,12605,575299,DJKWdcLdPOI
2015-07,9.764,19.21,5859,575299,DJKWdcLdPOI
2015-08,5.737,19.8,3396,575299,DJKWdcLdPOI
2015-09,91.489,19.48,8949,575299,DJKWdcLdPOI
2015-10,277.221,18.49,14627,575299,DJKWdcLdPOI
2015-11,252.051,17.83,21002,575299,DJKWdcLdPOI
2015-12,259.54,18.15,28976,575299,DJKWdcLdPOI
2016-01,195.167,18.82,16271,663296.28,DJKWdcLdPOI
2016-02,155.231,19.66,11888,661484,DJKWdcLdPOI
2016-03,130.028,19.9,8925,663296.28,DJKWdcLdPOI
2016-04,252.339,18.63,8100,663296.28,DJKWdcLdPOI
2016-05,63.86,19.27,11378,663296.28,DJKWdcLdPOI
2016-06,16.886,18.95,13404,663296.28,DJKWdcLdPOI
2016-07,8.465,19.13,6545,663296.28,DJKWdcLdPOI
